age,gender,gaming_hours,study_hours,sleep_hours,attendance,social_activity,device_usage,uso_no_gaming,stress_level,gaming_cat,grades,grades_original,flag_grades_gt100,flag_ajustado
21,Female,1.49,1.2,6.58,96.82,1.37,6.12,4.63,Medium,Bajo,66.31,66.31,False,False
21,Female,4.96,9.85,8.19,69.4,1.31,9.83,4.87,Medium,Medio,98.99,98.99,False,False
21,Male,5.43,2.65,4.92,78.33,1.64,8.0,2.57,Low,Medio,31.24,31.24,False,False
18,Female,3.9,7.4,4.52,75.41,2.98,9.87,5.97,High,Medio,71.64,71.64,False,False
21,Male,0.32,2.4,4.37,75.28,1.39,1.68,1.36,Medium,Bajo,58.41,58.41,False,False
23,Male,5.25,5.86,6.53,86.09,4.47,9.49,4.24,Low,Medio,69.82,69.82,False,False
17,Female,6.74,1.73,8.42,76.07,4.89,12.59,5.85,Low,Alto,45.55,45.54723404249764,False,True
20,Male,5.76,7.9,4.21,84.65,3.4,7.88,2.12,High,Alto,62.45,62.45329605631551,False,True
16,Female,6.64,6.26,5.06,75.29,4.85,9.03,2.39,Low,Alto,40.59,40.59,False,False
16,Male,1.6,1.78,7.47,72.45,1.44,5.48,3.88,Medium,Bajo,73.37,73.36607638135598,False,True
20,Male,6.85,8.32,7.83,74.12,4.08,12.02,5.17,Low,Alto,80.07,80.06783136209714,False,True
18,Male,2.58,5.92,8.04,92.15,3.39,5.22,2.64,Medium,Bajo,82.12,82.12,False,False
19,Other,0.11,9.29,7.93,84.04,1.32,5.29,5.18,Medium,Bajo,100.0,100.0,False,False
18,Female,6.75,9.25,4.65,98.96,1.59,8.96,2.21,High,Alto,72.96,72.96353862220805,False,True
16,Female,7.53,9.28,5.99,93.31,2.44,12.9,5.37,High,Alto,81.53,81.5276491754453,False,True
16,Male,5.24,1.7,8.92,79.43,3.96,7.5,2.26,Low,Medio,43.52,43.52,False,False
20,Male,1.85,2.09,8.94,69.7,4.36,5.94,4.09,Medium,Bajo,74.47,74.46761425004254,False,True
21,Other,2.01,9.89,7.01,86.96,3.17,4.8,2.79,Medium,Bajo,100.0,106.27571102291984,True,True
18,Male,3.73,5.39,7.55,89.07,3.61,6.34,2.61,Medium,Medio,78.64,78.64,False,False
24,Male,7.18,3.14,8.76,78.57,1.32,9.95,2.77,Low,Alto,40.44,40.44,False,False
20,Female,1.2,7.93,6.25,69.2,3.71,4.7,3.5,Medium,Bajo,100.0,100.0,False,False
23,Male,6.61,3.38,4.68,82.29,3.02,11.84,5.23,Low,Alto,30.56,30.56,False,False
16,Female,2.33,7.54,7.34,70.15,1.11,7.13,4.8,Medium,Bajo,87.65,87.65,False,False
20,Female,6.25,8.25,8.5,97.6,4.75,9.72,3.47,Low,Alto,100.0,104.4782459478344,True,True
18,Male,7.36,8.06,7.49,85.16,2.56,9.77,2.41,Low,Alto,79.99,79.98816052310234,False,True
16,Male,3.42,3.47,8.02,71.68,3.97,8.69,5.27,Medium,Medio,59.69,59.69,False,False
19,Male,2.92,4.61,6.11,68.63,2.63,8.27,5.35,Medium,Medio,70.39,70.3880198608261,False,True
20,Female,6.42,4.72,4.48,88.67,4.66,9.69,3.27,Low,Alto,41.4,41.4,False,False
22,Female,4.24,5.42,4.84,88.31,0.71,8.72,4.48,Medium,Medio,59.88,59.88,False,False
16,Male,5.48,2.51,8.91,83.89,2.73,8.33,2.85,Low,Alto,51.12,51.12,False,False
18,Male,4.98,5.07,6.47,84.57,0.13,6.73,1.75,Medium,Medio,53.01,53.01,False,False
17,Female,1.22,5.6,4.06,84.15,0.99,3.83,2.61,Medium,Bajo,75.61,75.61,False,False
24,Female,6.76,5.79,8.78,74.4,1.41,11.17,4.41,Low,Alto,59.18,59.18,False,False
21,Male,1.57,8.38,6.49,97.5,2.36,6.42,4.85,Medium,Bajo,100.0,100.0,False,False
18,Male,7.46,5.66,8.18,79.17,4.1,12.72,5.26,Low,Alto,45.22,45.22,False,False
23,Male,2.0,3.08,6.74,60.81,2.33,3.09,1.09,Medium,Bajo,62.82,62.82,False,False
23,Female,5.87,6.97,4.51,73.93,2.81,9.3,3.43,Low,Alto,51.23,51.23,False,False
17,Other,2.28,8.18,7.08,65.21,4.62,4.65,2.37,Medium,Bajo,83.47,83.47,False,False
21,Male,2.54,3.87,8.99,74.54,3.78,6.96,4.42,Medium,Bajo,66.96,66.96,False,False
22,Female,2.48,6.81,4.17,84.33,0.25,4.71,2.23,Medium,Bajo,77.07,77.07,False,False
17,Male,5.98,2.32,8.21,60.91,0.88,9.81,3.83,Low,Alto,36.24,36.24,False,False
17,Male,4.45,4.08,5.18,94.81,0.19,9.01,4.56,Medium,Medio,56.44,56.44,False,False
16,Male,7.06,9.18,5.97,84.41,0.35,11.91,4.85,High,Alto,70.8,70.80274440327398,False,True
23,Female,2.46,9.2,5.86,71.81,1.69,4.81,2.35,High,Bajo,94.34,94.34447456224008,False,True
16,Female,5.54,6.18,8.49,72.45,3.64,6.98,1.44,Low,Alto,62.33,62.33,False,False
24,Female,6.02,7.32,6.52,78.63,1.22,8.11,2.09,Low,Alto,73.87,73.87454030472726,False,True
21,Male,1.21,8.69,6.24,69.92,1.96,5.21,4.0,Medium,Bajo,100.0,107.24716422696136,True,True
22,Male,3.2,9.63,8.09,60.17,1.97,4.4,1.2,Medium,Medio,88.0,88.0,False,False
22,Male,3.86,5.41,4.24,61.06,2.95,5.65,1.79,Medium,Medio,41.01,41.01,False,False
18,Female,2.85,6.05,4.43,74.31,4.46,8.83,5.98,Medium,Medio,73.93,73.93,False,False
17,Male,2.58,4.74,4.11,64.97,4.92,5.49,2.91,Medium,Bajo,59.07,59.07,False,False
24,Female,5.49,1.65,7.44,60.89,3.02,8.97,3.48,Low,Alto,27.82,27.82,False,False
23,Male,1.73,4.81,6.63,94.37,2.53,2.79,1.06,Medium,Bajo,82.97,82.97,False,False
22,Male,5.68,8.12,8.38,70.97,3.41,9.64,3.96,Low,Alto,84.51,84.50682558011331,False,True
24,Male,7.48,8.24,6.49,80.12,3.34,10.11,2.63,Low,Alto,68.62,68.61906311714304,False,True
19,Male,4.52,9.03,5.11,67.18,2.62,8.17,3.65,High,Medio,73.02,73.02,False,False
19,Male,4.89,1.46,8.03,61.87,3.68,8.52,3.63,Medium,Medio,32.07,32.07,False,False
16,Male,0.55,5.74,5.47,89.79,2.46,6.39,5.84,Medium,Bajo,84.89,84.89,False,False
23,Female,6.92,1.97,8.68,65.0,4.98,9.26,2.34,Low,Alto,48.53,48.53101538539005,False,True
18,Female,2.28,2.81,5.25,61.03,0.24,6.13,3.85,Medium,Bajo,51.93,51.93,False,False
22,Male,4.92,9.1,4.84,83.49,2.22,7.83,2.91,High,Medio,77.56,77.56,False,False
17,Male,7.83,5.47,6.47,60.54,1.99,10.94,3.11,Low,Alto,39.66,39.66026183552589,False,True
17,Male,4.76,7.83,4.25,77.45,3.85,6.04,1.28,High,Medio,62.5,62.5,False,False
22,Male,5.8,1.58,4.18,71.55,0.95,10.24,4.44,Low,Alto,17.69,17.69,False,False
21,Male,3.56,4.75,6.48,72.78,2.17,5.54,1.98,Medium,Medio,64.78,64.78,False,False
18,Female,0.48,7.07,5.08,60.16,3.49,3.82,3.34,High,Bajo,86.06,86.06,False,False
24,Male,6.38,2.2,4.05,98.57,3.02,9.55,3.17,Low,Alto,32.9,32.9,False,False
21,Male,0.28,3.93,5.48,80.68,2.73,3.62,3.34,Medium,Bajo,70.26,70.26,False,False
21,Male,5.61,1.58,6.39,82.9,2.17,8.49,2.88,Low,Alto,41.97,41.96980279756957,False,True
16,Male,0.18,6.86,5.97,86.64,3.76,2.39,2.21,Medium,Bajo,91.14,91.14,False,False
19,Female,6.9,9.74,4.68,91.9,3.23,10.14,3.24,High,Alto,81.32,81.31590848817952,False,True
21,Male,1.26,8.44,6.9,84.32,4.37,2.49,1.23,Medium,Bajo,100.0,100.0,False,False
21,Male,4.11,9.77,7.55,90.49,3.66,6.32,2.21,Medium,Medio,99.62,99.62,False,False
20,Female,4.78,8.61,7.38,77.95,0.7,9.7,4.92,Medium,Medio,79.36,79.36,False,False
16,Male,3.66,8.7,5.97,74.85,3.1,8.87,5.21,High,Medio,80.11,80.11,False,False
23,Female,2.73,6.19,4.69,92.93,0.22,7.31,4.58,Medium,Bajo,79.15,79.15405590116468,False,True
20,Female,3.74,5.66,6.5,94.61,1.94,7.9,4.16,Medium,Medio,75.08,75.08,False,False
20,Male,2.49,4.66,8.45,65.51,2.06,7.55,5.06,Medium,Bajo,77.72,77.72000012707593,False,True
22,Female,3.5,8.36,6.34,81.71,4.27,5.14,1.64,Medium,Medio,99.85,99.85,False,False
19,Male,2.87,2.64,4.98,87.35,0.9,6.5,3.63,Medium,Medio,54.18,54.18,False,False
21,Female,4.53,1.51,4.47,63.34,3.22,6.11,1.58,Medium,Medio,43.75,43.75033814886476,False,True
19,Male,1.9,9.53,8.72,97.18,0.96,6.79,4.89,Medium,Bajo,100.0,100.0,False,False
18,Male,7.91,1.03,7.72,80.8,4.74,11.51,3.6,Low,Alto,18.93,18.93,False,False
22,Female,4.01,9.79,5.56,85.82,2.65,9.06,5.05,High,Medio,90.46,90.46,False,False
23,Female,1.55,7.56,5.48,67.13,3.54,6.55,5.0,High,Bajo,84.06,84.06,False,False
19,Other,3.82,3.96,8.48,70.58,3.23,7.15,3.33,Medium,Medio,60.91,60.91,False,False
17,Female,6.93,7.28,4.89,64.84,1.52,10.41,3.48,High,Alto,56.92,56.92052959397775,False,True
18,Male,0.17,8.36,6.68,70.56,4.51,1.31,1.14,Medium,Bajo,99.26,99.26,False,False
16,Male,5.44,3.21,7.57,79.7,3.14,9.06,3.62,Low,Medio,44.86,44.86,False,False
23,Male,4.38,7.94,5.98,93.35,2.55,8.77,4.39,High,Medio,80.19,80.19,False,False
18,Male,1.36,8.24,4.2,81.35,2.64,3.53,2.17,High,Bajo,94.12,94.12,False,False
22,Male,6.54,3.24,5.14,69.78,4.45,12.47,5.93,Low,Alto,27.61,27.61,False,False
20,Female,2.95,1.38,8.51,61.78,0.3,8.82,5.87,Medium,Medio,49.53,49.53,False,False
20,Male,2.35,2.84,6.62,84.88,1.95,4.76,2.41,Medium,Bajo,61.51,61.51,False,False
22,Male,6.63,2.81,8.08,76.81,4.21,11.19,4.56,Low,Alto,26.0,26.0,False,False
24,Male,5.11,1.59,6.78,99.37,0.19,6.26,1.15,Low,Medio,43.46,43.46,False,False
20,Female,7.06,7.39,8.55,91.19,3.2,11.52,4.46,Low,Alto,78.12,78.11775480039478,False,True
16,Female,5.04,4.42,8.55,92.33,2.02,9.16,4.12,Low,Medio,67.61,67.61,False,False
16,Female,5.93,8.96,6.41,60.49,1.02,11.04,5.11,Low,Alto,76.05,76.05493862387472,False,True
17,Male,6.69,3.27,5.59,91.11,3.06,9.21,2.52,Low,Alto,45.79,45.79481183316601,False,True
21,Female,0.44,5.08,7.01,67.78,4.16,5.83,5.39,Medium,Bajo,82.06,82.06,False,False
24,Male,6.21,6.75,7.37,83.43,2.34,11.5,5.29,Low,Alto,72.66,72.66,False,False
23,Female,4.91,8.9,6.49,77.9,0.73,9.26,4.35,Medium,Medio,71.05,71.05,False,False
20,Female,0.56,5.72,8.11,82.86,1.53,3.92,3.36,Medium,Bajo,90.15,90.15,False,False
16,Male,4.07,4.36,4.92,65.34,4.91,8.16,4.09,Medium,Medio,38.82,38.82,False,False
22,Female,0.66,8.8,5.67,78.28,0.56,5.31,4.65,High,Bajo,100.0,100.0,False,False
20,Female,5.89,3.79,7.43,61.48,0.8,11.77,5.88,Low,Alto,41.48,41.48,False,False
21,Male,4.37,1.71,5.23,61.64,4.95,5.98,1.61,Medium,Medio,29.05,29.05,False,False
22,Female,7.63,5.01,6.2,86.31,4.41,10.2,2.57,Low,Alto,39.94,39.94,False,False
18,Male,1.47,8.07,8.82,98.07,3.54,6.37,4.9,Medium,Bajo,100.0,100.0,False,False
18,Male,4.85,1.28,7.13,91.1,0.75,7.9,3.05,Medium,Medio,51.41,51.41,False,False
20,Male,1.69,6.27,8.75,78.77,1.2,6.05,4.36,Medium,Bajo,95.63,95.63,False,False
21,Male,4.91,6.35,7.61,62.23,0.9,6.58,1.67,Medium,Medio,65.83,65.83,False,False
24,Female,5.78,9.36,7.62,61.8,3.15,10.33,4.55,Low,Alto,83.61,83.61092876584584,False,True
20,Male,5.78,3.58,6.96,66.32,1.99,10.15,4.37,Low,Alto,46.04,46.04,False,False
16,Female,6.52,3.51,4.71,99.03,0.24,10.45,3.93,Low,Alto,30.3,30.3,False,False
19,Male,6.83,4.96,6.6,75.95,1.46,11.66,4.83,Low,Alto,47.39,47.39,False,False
20,Other,0.62,4.21,5.26,93.74,4.3,6.02,5.4,Medium,Bajo,70.85,70.85,False,False
20,Female,2.75,7.63,8.99,88.21,3.98,7.9,5.15,Medium,Bajo,96.53,96.53,False,False
22,Female,5.5,6.78,5.33,84.22,3.22,7.14,1.64,Low,Alto,65.87,65.87,False,False
19,Male,3.99,7.83,5.15,97.91,0.43,8.71,4.72,High,Medio,79.67,79.67,False,False
16,Male,1.53,8.38,7.12,69.22,4.41,4.78,3.25,Medium,Bajo,100.0,100.0,False,False
20,Male,4.42,9.31,6.55,78.2,2.67,7.09,2.67,Medium,Medio,90.1,90.1,False,False
22,Female,3.26,4.88,4.11,94.59,2.47,8.66,5.4,Medium,Medio,60.58,60.58,False,False
21,Female,3.12,9.86,4.65,82.07,4.67,6.92,3.8,High,Medio,92.52,92.52,False,False
20,Male,6.48,2.94,8.06,69.86,0.04,9.99,3.51,Low,Alto,35.43,35.43,False,False
19,Male,3.26,7.43,6.42,68.36,2.78,8.18,4.92,Medium,Medio,78.9,78.9,False,False
17,Female,0.21,5.81,4.73,90.12,3.96,3.98,3.77,Medium,Bajo,82.99,82.99,False,False
19,Male,0.46,8.35,6.33,60.51,0.32,5.75,5.29,Medium,Bajo,88.17,88.17,False,False
18,Female,6.85,5.29,5.27,96.57,1.79,8.36,1.51,Low,Alto,48.14,48.14,False,False
16,Female,7.68,8.06,5.12,60.74,4.89,12.56,4.88,High,Alto,54.77,54.76843732590896,False,True
23,Female,5.35,9.1,8.54,85.24,1.06,7.33,1.98,Low,Medio,90.77,90.76591705382256,False,True
20,Male,2.91,7.59,5.81,84.19,2.66,5.04,2.13,High,Medio,80.38,80.38,False,False
19,Male,7.51,7.98,4.23,83.14,3.73,9.41,1.9,High,Alto,53.25,53.24849641996617,False,True
23,Female,5.3,1.6,8.85,78.97,1.95,7.49,2.19,Low,Medio,42.07,42.07,False,False
22,Female,6.75,2.84,7.97,94.1,2.04,11.41,4.66,Low,Alto,37.3,37.3,False,False
17,Male,6.13,9.77,5.27,86.37,0.32,10.41,4.28,High,Alto,85.35,85.34850533317113,False,True
16,Male,3.03,7.24,6.04,91.27,0.95,5.18,2.15,Medium,Medio,89.74,89.74,False,False
19,Female,3.83,6.05,8.31,64.62,4.4,6.18,2.35,Medium,Medio,70.0,70.0,False,False
23,Female,1.49,4.3,5.79,62.0,4.09,2.99,1.5,Medium,Bajo,63.15,63.15,False,False
17,Female,2.34,1.4,6.84,61.14,1.52,5.41,3.07,Medium,Bajo,46.88,46.88,False,False
18,Other,6.23,4.32,6.67,65.89,1.91,9.12,2.89,Low,Alto,47.92,47.92,False,False
16,Male,7.15,5.49,6.01,86.68,2.2,8.88,1.73,Low,Alto,55.52,55.52,False,False
16,Male,5.8,2.9,7.2,79.76,1.73,10.97,5.17,Low,Alto,38.82,38.82,False,False
18,Female,3.72,2.56,6.37,90.09,3.27,8.98,5.26,Medium,Medio,42.14,42.14,False,False
20,Female,0.69,5.58,4.11,67.67,0.06,2.24,1.55,Medium,Bajo,61.64,61.64,False,False
18,Male,0.46,6.27,8.07,74.68,4.4,2.79,2.33,Medium,Bajo,82.77,82.77,False,False
16,Male,2.99,3.16,4.57,95.54,1.5,7.67,4.68,Medium,Medio,57.65,57.65,False,False
16,Female,3.71,6.29,6.32,97.43,4.36,9.06,5.35,Medium,Medio,78.44,78.44,False,False
23,Male,4.87,9.1,6.9,96.87,2.27,6.23,1.36,Medium,Medio,90.85,90.85,False,False
17,Male,0.05,5.26,7.53,92.73,3.88,5.56,5.51,Medium,Bajo,100.0,101.01240878714766,True,True
18,Female,7.92,8.72,6.05,87.53,4.13,9.23,1.31,Low,Alto,77.49,77.49275493733883,False,True
17,Female,2.91,9.35,7.68,96.55,1.51,7.08,4.17,Medium,Medio,100.0,100.0,False,False
18,Female,6.78,1.83,4.66,88.57,3.2,7.89,1.11,Low,Alto,24.56,24.56,False,False
22,Male,4.28,1.86,7.27,98.16,3.04,9.92,5.64,Medium,Medio,44.61,44.61,False,False
16,Female,1.04,5.28,8.13,60.99,2.38,3.81,2.77,Medium,Bajo,82.83,82.83,False,False
23,Female,6.38,6.29,8.45,96.87,2.35,10.62,4.24,Low,Alto,75.3,75.3,False,False
17,Female,5.68,4.83,6.9,82.23,1.53,7.6,1.92,Low,Alto,51.43,51.43,False,False
18,Female,4.22,3.94,5.56,64.47,1.55,6.83,2.61,Medium,Medio,53.41,53.41,False,False
24,Male,4.12,6.77,4.82,68.6,2.74,8.86,4.74,Medium,Medio,64.37,64.37,False,False
22,Male,0.7,1.02,5.73,94.09,0.16,6.56,5.86,Medium,Bajo,60.01,60.01,False,False
19,Male,5.25,9.71,6.7,80.24,4.67,11.21,5.96,Low,Medio,88.12,88.12121322787581,False,True
20,Male,7.29,3.09,4.98,99.31,3.25,12.34,5.05,Low,Alto,32.7,32.7,False,False
17,Female,0.75,9.25,8.76,64.7,2.22,5.99,5.24,Medium,Bajo,100.0,100.0,False,False
23,Female,2.11,1.98,8.49,76.5,0.31,7.96,5.85,Medium,Bajo,63.81,63.81,False,False
19,Female,7.22,3.14,4.16,73.27,3.15,8.42,1.2,Low,Alto,18.52,18.52,False,False
24,Female,2.27,3.11,6.81,80.65,0.09,4.12,1.85,Medium,Bajo,69.21,69.21,False,False
20,Male,5.2,9.91,7.89,85.34,3.4,6.49,1.29,Low,Medio,100.0,112.16977415221528,True,True
24,Male,4.28,1.04,5.23,86.47,0.36,7.79,3.51,Medium,Medio,26.56,26.56,False,False
19,Male,4.77,6.76,6.62,60.05,3.28,10.56,5.79,Medium,Medio,60.17,60.17,False,False
20,Male,3.33,8.83,6.03,63.56,2.03,7.24,3.91,Medium,Medio,80.84,80.84,False,False
24,Male,2.4,7.05,4.98,61.4,3.31,6.18,3.78,High,Bajo,76.66,76.66,False,False
23,Female,0.39,4.26,7.07,94.58,0.69,5.52,5.13,Medium,Bajo,79.25,79.25,False,False
18,Other,5.58,9.02,8.4,72.53,0.59,11.59,6.01,Low,Alto,87.02,87.02205718422184,False,True
16,Male,5.97,9.04,5.83,74.68,1.24,10.46,4.49,High,Alto,69.74,69.74328788570688,False,True
18,Male,5.37,4.91,6.76,78.01,2.06,10.85,5.48,Low,Medio,58.65,58.65,False,False
19,Female,5.15,6.16,5.64,93.97,1.27,7.03,1.88,Low,Medio,53.97,53.97,False,False
17,Male,1.95,9.71,8.38,60.57,0.41,5.47,3.52,Medium,Bajo,100.0,100.0,False,False
16,Female,0.18,9.84,8.32,64.74,1.63,3.0,2.82,Medium,Bajo,100.0,100.0,False,False
22,Female,6.47,5.05,4.89,87.41,3.53,9.13,2.66,Low,Alto,40.93,40.93,False,False
23,Female,3.93,8.63,8.5,98.56,2.92,6.0,2.07,Medium,Medio,93.92,93.92,False,False
22,Male,2.45,3.72,4.76,85.71,4.82,7.92,5.47,Medium,Bajo,54.81,54.81,False,False
20,Female,0.82,4.35,4.48,70.44,2.18,4.07,3.25,Medium,Bajo,62.55,62.55,False,False
16,Male,0.5,2.48,7.26,80.79,1.66,4.15,3.65,Medium,Bajo,66.77,66.77,False,False
22,Female,2.79,2.88,5.93,99.0,3.47,5.17,2.38,Medium,Bajo,53.65,53.65,False,False
22,Male,6.44,6.91,6.65,81.12,2.06,12.25,5.81,Low,Alto,57.68,57.68,False,False
24,Male,7.35,5.6,7.26,74.94,3.09,11.41,4.06,Low,Alto,45.79,45.79,False,False
18,Female,7.17,3.08,4.26,75.34,4.73,8.17,1.0,Low,Alto,22.06,22.06,False,False
24,Female,7.36,4.63,5.46,98.68,2.5,9.7,2.34,Low,Alto,29.08,29.08,False,False
16,Female,7.26,4.36,6.3,88.76,2.49,13.26,6.0,Low,Alto,36.47,36.47,False,False
16,Female,4.22,9.89,5.33,87.49,3.88,10.09,5.87,High,Medio,79.3,79.3,False,False
19,Female,1.76,8.68,4.24,69.28,3.78,5.48,3.72,High,Bajo,87.61,87.61,False,False
24,Male,6.38,4.49,4.43,82.38,2.58,10.2,3.82,Low,Alto,34.99,34.99,False,False
21,Female,1.71,9.23,8.01,74.27,0.32,7.22,5.51,Medium,Bajo,100.0,100.0,False,False
18,Female,2.14,4.08,8.56,69.61,4.9,6.68,4.54,Medium,Bajo,78.21,78.21,False,False
16,Female,1.87,7.01,4.76,95.82,1.89,7.53,5.66,High,Bajo,84.62,84.62,False,False
19,Female,4.12,9.7,5.25,75.33,1.58,7.52,3.4,High,Medio,86.54,86.54,False,False
24,Male,2.57,4.51,7.26,71.31,4.91,8.45,5.88,Medium,Bajo,72.53,72.53,False,False
18,Female,1.23,7.12,8.77,97.27,4.36,4.93,3.7,Medium,Bajo,100.0,107.06897784285844,True,True
24,Male,3.63,3.66,5.5,67.89,1.65,7.85,4.22,Medium,Medio,54.36,54.36,False,False
22,Male,6.99,3.4,8.28,89.82,1.54,8.4,1.41,Low,Alto,44.18,44.18,False,False
19,Female,4.56,6.17,6.53,86.11,3.6,8.62,4.06,Medium,Medio,68.13,68.13,False,False
18,Male,6.31,8.81,7.88,96.82,1.67,11.87,5.56,Low,Alto,93.2,93.20214596741016,False,True
20,Female,1.57,5.08,4.68,93.28,1.26,4.77,3.2,Medium,Bajo,70.35,70.35,False,False
20,Male,1.34,9.44,8.87,88.21,4.9,4.85,3.51,Medium,Bajo,100.0,100.0,False,False
18,Male,4.6,9.23,6.2,72.58,2.83,7.57,2.97,Medium,Medio,77.99,77.99,False,False
24,Female,3.71,3.28,8.76,79.82,3.81,9.56,5.85,Medium,Medio,64.52,64.52,False,False
19,Female,5.28,4.62,6.29,97.78,3.57,8.66,3.38,Low,Medio,55.92,55.92,False,False
20,Female,6.36,6.79,6.65,60.93,3.78,7.99,1.63,Low,Alto,54.98,54.98,False,False
19,Female,6.01,5.66,8.02,91.77,4.52,7.15,1.14,Low,Alto,70.06,70.06,False,False
20,Female,7.54,1.86,7.61,70.07,2.5,12.4,4.86,Low,Alto,21.85,21.85,False,False
22,Male,3.19,9.94,7.1,67.4,3.77,6.93,3.74,Medium,Medio,100.0,100.0,False,False
24,Male,1.65,7.77,6.08,69.29,3.98,2.66,1.01,Medium,Bajo,87.37,87.37,False,False
22,Male,4.41,4.94,7.96,62.39,4.73,7.32,2.91,Medium,Medio,68.84,68.84,False,False
20,Female,0.89,6.56,8.74,99.68,3.57,6.46,5.57,Medium,Bajo,97.48,97.48,False,False
22,Female,2.31,1.79,4.05,94.79,4.46,8.05,5.74,Medium,Bajo,42.09,42.09,False,False
20,Male,1.66,5.46,6.94,80.84,0.48,2.93,1.27,Medium,Bajo,84.12,84.12,False,False
18,Female,3.17,9.38,8.33,88.6,0.63,4.79,1.62,Medium,Medio,100.0,100.0,False,False
22,Female,0.89,9.07,7.27,82.26,0.79,1.91,1.02,Medium,Bajo,98.59,98.59,False,False
17,Male,0.25,4.04,8.0,92.46,0.72,5.59,5.34,Medium,Bajo,78.09,78.09,False,False
24,Male,5.25,5.78,8.48,93.79,0.44,6.6,1.35,Low,Medio,63.63,63.63310311255715,False,True
16,Female,4.88,7.28,7.75,69.31,0.61,6.42,1.54,Medium,Medio,67.16,67.16,False,False
21,Female,5.67,4.06,7.59,78.39,4.98,7.81,2.14,Low,Alto,47.94,47.94,False,False
22,Female,5.28,1.58,8.82,85.39,1.36,10.87,5.59,Low,Medio,53.56,53.56,False,False
23,Male,0.91,5.55,8.32,99.14,2.39,5.35,4.44,Medium,Bajo,98.15,98.15,False,False
24,Other,2.33,6.41,8.08,87.31,4.11,6.41,4.08,Medium,Bajo,91.48,91.48,False,False
17,Male,1.04,1.05,4.43,95.91,0.59,5.96,4.92,Medium,Bajo,66.5,66.5,False,False
17,Male,6.74,1.86,5.2,93.84,1.59,11.21,4.47,Low,Alto,16.15,16.15,False,False
20,Other,5.98,2.87,6.78,83.28,0.8,10.71,4.73,Low,Alto,39.74,39.74,False,False
20,Male,1.61,4.13,7.55,95.75,0.31,2.98,1.37,Medium,Bajo,94.8,94.8,False,False
21,Female,2.73,5.87,5.52,75.1,4.8,6.68,3.95,Medium,Bajo,68.27,68.27,False,False
18,Male,7.73,3.64,4.47,75.17,4.29,12.5,4.77,Low,Alto,15.15,15.15,False,False
23,Female,4.75,3.49,5.56,91.24,4.4,8.58,3.83,Medium,Medio,53.93,53.93,False,False
16,Female,6.39,8.79,7.82,65.38,4.34,7.47,1.08,Low,Alto,79.15,79.15443551761663,False,True
21,Male,2.12,2.31,8.39,72.23,0.77,4.18,2.06,Medium,Bajo,69.21,69.21,False,False
19,Female,1.68,5.46,8.56,84.34,3.92,7.49,5.81,Medium,Bajo,97.1,97.1,False,False
16,Male,6.27,9.58,5.89,76.8,3.64,10.79,4.52,High,Alto,84.2,84.2048807656223,False,True
22,Female,5.49,6.63,5.86,97.63,4.63,9.93,4.44,Low,Alto,71.68,71.68,False,False
24,Male,5.45,7.45,6.03,98.34,1.1,9.75,4.3,Low,Medio,82.29,82.2905747090448,False,True
19,Male,4.42,4.88,5.88,80.1,2.07,6.06,1.64,Medium,Medio,58.91,58.91,False,False
19,Male,4.51,1.18,7.33,81.56,1.47,5.53,1.02,Medium,Medio,44.64,44.64,False,False
21,Male,5.89,6.82,5.79,88.99,1.29,9.09,3.2,Low,Alto,60.24,60.24,False,False
18,Female,2.16,6.69,4.1,78.29,3.26,5.38,3.22,Medium,Bajo,81.23,81.23,False,False
21,Male,2.82,1.99,6.2,67.6,0.82,7.88,5.06,Medium,Medio,47.9,47.9,False,False
22,Male,6.97,5.16,5.12,89.88,2.32,8.88,1.91,Low,Alto,43.05,43.05,False,False
18,Male,2.47,9.24,4.14,89.51,3.23,4.85,2.38,High,Bajo,84.51,84.51,False,False
22,Male,4.37,2.85,6.35,69.8,0.65,5.76,1.39,Medium,Medio,41.95,41.95,False,False
18,Female,5.62,5.15,5.03,93.32,1.28,8.62,3.0,Low,Alto,53.18,53.18,False,False
17,Other,8.0,5.15,6.26,84.55,4.84,10.28,2.28,Low,Alto,40.39,40.39,False,False
19,Male,3.48,8.3,5.39,69.45,3.98,5.79,2.31,High,Medio,86.28,86.28,False,False
23,Female,3.42,8.42,7.02,86.08,3.38,5.69,2.27,Medium,Medio,86.47,86.47,False,False
24,Female,6.59,7.66,8.75,69.34,4.28,8.9,2.31,Low,Alto,78.05,78.05368000881292,False,True
22,Male,6.44,4.29,6.74,70.61,0.07,9.04,2.6,Low,Alto,35.05,35.05,False,False
16,Female,5.85,1.65,7.23,93.92,0.03,9.53,3.68,Low,Alto,41.17,41.17,False,False
18,Female,3.71,4.15,8.6,97.18,0.77,6.9,3.19,Medium,Medio,88.46,88.46493540595333,False,True
24,Female,2.59,7.12,5.87,70.28,2.48,3.91,1.32,High,Bajo,78.16,78.16,False,False
16,Female,4.87,7.32,4.83,97.12,2.85,8.0,3.13,High,Medio,71.17,71.17,False,False
24,Male,7.01,9.69,5.41,69.55,0.57,12.24,5.23,High,Alto,75.13,75.12566223462531,False,True
23,Female,7.07,5.08,6.01,64.69,0.36,8.57,1.5,Low,Alto,33.98,33.98,False,False
16,Female,0.87,6.69,7.23,62.33,4.14,6.59,5.72,Medium,Bajo,80.03,80.03,False,False
